timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,command
2026-02-01 17:39:37.654079,26,30,8,1093799,151455,90778,15257,12089,56204,5768,322468,s
2026-02-01 17:39:38.649051,28,38,8,667125,48136,7847,11464,7071,5925,2946,24463,s
2026-02-01 17:39:39.642817,12,25,17,768891,52627,9352,11873,8419,6211,3193,22241,s
2026-02-01 17:39:40.633971,16,24,8,719899,68813,9528,6158,9076,7003,2046,28184,s
2026-02-01 17:39:41.627790,24,26,8,772070,43156,10404,4009,7255,5492,1763,29237,s
2026-02-01 17:39:42.616759,26,28,0,1264444,53730,14492,6744,10293,11671,3846,43994,s
2026-02-01 17:39:43.611552,33,32,0,943911,55712,16898,14454,8452,9299,3797,84788,s
2026-02-01 17:39:44.608808,33,39,0,1246939,60985,18931,18991,10449,9961,4946,88738,s
2026-02-01 17:39:45.576646,32,53,0,676848,76474,14424,18322,9797,5274,3240,92995,s
2026-02-01 17:39:46.592945,26,59,0,1130920,52883,7545,10002,9029,5311,3460,53441,s
2026-02-01 17:41:17.974504,44,39,0,1360233,298822,176448,51755,79089,75241,16694,482127,s
2026-02-01 17:41:18.947027,57,60,0,475016,209495,51505,46383,70051,23736,16590,290898,s
2026-02-01 17:41:19.960874,46,70,0,1046621,241549,49902,66182,81665,26580,19064,137224,s
2026-02-01 17:41:20.953450,42,80,0,1477704,188177,110238,60311,29740,29300,21651,156403,s
2026-02-01 17:41:21.947976,44,86,0,1681208,286785,149174,70321,45801,43825,28551,165853,s
2026-02-01 17:41:22.942028,46,83,0,1280255,247007,144891,47788,32987,40595,23354,146059,s
2026-02-01 17:41:23.913404,46,82,0,728588,125991,84203,27460,24627,20933,9967,34669,s
2026-02-01 17:41:24.907182,44,88,0,651927,55599,54084,16683,10425,5682,3510,44931,s
2026-02-01 17:41:25.922177,38,91,0,695991,98970,75806,30919,19578,24239,9033,67740,s
2026-02-01 17:41:26.916886,36,95,0,789690,113118,45055,25904,14952,24045,10201,93760,s
2026-02-01 17:42:10.619229,51,40,0,564864,132843,36558,25549,17266,19714,13694,180796,s
2026-02-01 17:42:11.591715,70,62,8,859534,134151,36741,25517,17470,17421,13732,172179,s
2026-02-01 17:42:12.604388,57,64,8,849093,194257,36499,23036,18539,22226,11098,30747,s
2026-02-01 17:42:13.599285,57,52,8,479218,94496,6251,3498,7607,8740,1242,10070,s
2026-02-01 17:42:14.593498,53,41,0,505349,120952,4978,4638,11680,12653,2163,13537,s
2026-02-01 17:42:15.584637,50,25,0,469303,45192,3937,4998,6044,5218,1756,30391,s
2026-02-01 17:42:16.581828,44,21,0,440718,57712,14274,11689,7414,8088,4796,31396,s
2026-02-01 17:42:17.574316,43,28,0,578310,46800,17780,12185,5833,5168,5589,116510,s
2026-02-01 17:42:18.566824,40,39,0,1221425,89174,45673,41186,23218,25155,9666,117784,s
2026-02-01 17:42:19.559328,40,59,0,1564133,111994,52060,41782,29654,28222,8869,209865,s
2026-02-01 17:43:09.202675,44,27,0,144244,95756,37171,35628,15041,20742,12905,171152,s
2026-02-01 17:43:10.221385,65,42,0,177905,98628,37429,35832,14756,20705,13090,174615,s
2026-02-01 17:43:11.188912,63,37,0,972347,122923,38938,37608,19390,22019,13755,42679,s
2026-02-01 17:43:12.181677,56,43,0,898575,58126,5531,4827,9411,5135,2971,23180,s
2026-02-01 17:43:13.176555,50,41,0,1017894,63519,6425,10227,11724,9182,3161,22072,s
2026-02-01 17:43:14.171392,48,37,0,516513,46426,14298,13545,20468,12931,5662,34302,s
2026-02-01 17:43:15.170218,52,37,0,1105398,76204,18571,21243,24986,14980,7985,156340,s
2026-02-01 17:43:16.155332,58,40,0,1307004,78595,20484,18128,24987,15065,8257,155051,s
2026-02-01 17:43:17.171580,64,47,0,1226649,71851,11422,14517,10248,9155,4717,148540,s
2026-02-01 17:43:18.146601,62,52,0,922868,32665,13861,7911,8499,7430,2548,23694,s
2026-02-01 17:44:00.854803,33,42,0,942883,44928,24402,14362,9097,9311,3509,77654,s
2026-02-01 17:44:01.856970,49,67,8,1319291,139516,110962,85274,53657,22951,19678,105156,s
2026-02-01 17:44:02.839914,48,72,8,1481264,277496,112015,95344,66337,25784,19774,129728,s
2026-02-01 17:44:03.880998,48,71,8,1302384,277341,113533,92669,67716,25677,20527,128047,s
2026-02-01 17:44:04.851188,48,71,0,981520,245951,42367,42229,30328,23750,7322,100329,s
2026-02-01 17:44:05.842534,48,68,0,977568,106436,22575,26509,10972,16429,4496,34224,s
2026-02-01 17:44:06.838697,44,62,8,983312,110028,21915,26275,10385,16072,3683,30818,s
2026-02-01 17:44:07.828819,40,53,8,519213,39584,10678,10901,4163,4851,2024,11583,s
2026-02-01 17:44:08.813038,40,52,17,433511,23505,11362,9347,3909,4502,1722,8034,s
2026-02-01 17:44:09.793742,44,58,8,958661,46848,16609,21874,5572,7635,6779,30613,s
2026-02-01 17:44:33.632900,38,36,0,837890,270508,72320,31865,19033,66417,12576,565222,s
2026-02-01 17:44:34.625348,58,54,0,264542,75128,27698,23828,10734,16626,9254,123406,s
2026-02-01 17:44:35.619109,59,57,0,586731,110448,32508,23112,9475,15260,7428,28318,s
2026-02-01 17:44:36.612944,59,54,0,809095,98308,16166,8090,6708,10839,4000,35704,s
2026-02-01 17:44:37.609886,56,49,0,724442,90618,11222,9999,6548,12538,5080,33201,s
2026-02-01 17:44:38.626380,54,43,0,632385,57781,24308,20857,8529,23619,9939,48328,s
2026-02-01 17:44:39.594181,57,43,0,717109,41053,26888,21427,7990,19763,8832,29503,s
2026-02-01 17:44:40.588998,60,48,0,973485,60663,24446,19487,8097,20991,8507,28677,s
2026-02-01 17:44:41.600514,63,56,0,802863,58415,7783,7997,4764,7473,3390,11528,s
2026-02-01 17:44:42.575564,60,57,0,699288,58357,33687,18412,5226,16281,4169,28452,s
2026-02-01 17:45:09.414755,11,39,0,327806,120186,22764,8893,7504,9950,2720,74366,s
2026-02-01 17:45:10.397473,13,47,0,666005,123321,18343,7790,5323,8918,2747,53625,s
2026-02-01 17:45:11.389809,11,27,0,1183025,444162,150502,40531,81474,72995,18768,111050,s
2026-02-01 17:45:12.379749,19,26,0,1199226,368320,139350,37356,79889,67442,16711,83097,s
2026-02-01 17:45:13.375070,34,37,0,1042713,365266,139316,38237,79789,67428,16825,79402,s
2026-02-01 17:45:14.357290,48,52,0,659421,50548,9071,11605,6065,15597,5415,26086,s
2026-02-01 17:45:15.376171,58,62,0,1071807,170696,33096,14120,8796,20668,6793,50748,s
2026-02-01 17:45:16.372225,60,63,0,1388407,342060,206032,34058,56864,59697,30780,172230,s
2026-02-01 17:45:17.337413,59,60,0,1295368,301693,202537,27853,54729,47087,26308,158231,s
2026-02-01 17:45:18.333671,58,59,0,832493,193683,185143,27543,53087,45687,26171,140102,s
2026-02-01 17:45:42.172686,28,39,0,1362694,261848,268771,26199,32037,26422,10762,487321,s
2026-02-01 17:45:43.164938,44,57,0,682460,70343,23968,10072,14829,7538,7603,143026,s
2026-02-01 17:45:44.160868,44,48,0,869888,80444,26357,12240,13657,7356,6222,47382,s
2026-02-01 17:45:45.150405,42,50,0,521269,117649,15515,26413,9721,23365,6422,60993,s
2026-02-01 17:45:46.162769,38,49,0,787909,119724,13418,27479,12227,24697,7945,58966,s
2026-02-01 17:45:47.142855,36,46,0,1082880,266997,53049,41397,22642,33592,17246,76784,s
2026-02-01 17:45:48.139207,37,42,0,1074095,250490,52723,28261,24924,16001,15138,70852,s
2026-02-01 17:45:49.123033,39,36,0,1087385,272518,108434,38366,24375,31144,20941,76012,s
2026-02-01 17:45:50.124226,40,40,0,1032534,323683,77208,55764,64381,41631,70776,123096,s
2026-02-01 17:45:51.110428,40,44,0,1286256,338132,85100,68615,65769,61767,76539,219009,s
2026-02-01 17:46:15.949421,31,43,0,662794,187092,50570,41558,25419,17176,39809,223397,s
2026-02-01 17:46:16.934697,44,68,0,958907,185234,52264,44638,30644,22421,40258,223805,s
2026-02-01 17:46:17.934500,44,67,0,860646,241822,41168,62471,30523,32972,45029,126409,s
2026-02-01 17:46:18.919852,52,66,0,1052970,94665,10347,27022,14651,19910,7350,42396,s
2026-02-01 17:46:19.914684,61,59,0,870162,96623,13506,25135,10861,16241,7398,39554,s
2026-02-01 17:46:20.923457,65,57,0,799041,98819,32375,110380,34111,19879,9653,106365,s
2026-02-01 17:46:21.905964,62,59,0,492016,106846,33012,107963,34807,20483,9725,105827,s
2026-02-01 17:46:22.898482,57,62,0,1065652,246216,63069,122586,42017,30972,12349,136476,s
2026-02-01 17:46:23.898286,50,63,0,985649,174049,38520,17777,10999,15961,5043,45251,s
2026-02-01 17:46:24.895583,49,56,0,981811,160734,38337,19489,11543,15334,5175,42945,s
2026-02-01 17:46:50.729204,23,23,0,845819,340525,72194,36083,41502,37790,14096,196720,s
2026-02-01 17:46:51.724108,40,36,8,745963,131222,30854,11984,30281,28449,13308,104638,s
2026-02-01 17:46:52.694075,45,38,8,780025,147345,38442,11731,28420,33142,15070,24030,s
2026-02-01 17:46:53.708902,54,38,8,686640,69844,20680,9492,5484,8002,2863,14990,s
2026-02-01 17:46:54.682859,53,37,0,734230,136965,19285,9305,8238,15044,10530,32692,s
2026-02-01 17:46:55.694058,56,34,0,662411,265842,21098,9520,13103,23382,12894,48931,s
2026-02-01 17:46:56.666565,51,29,0,579097,260377,22577,5487,11901,22640,12770,49847,s
2026-02-01 17:46:57.677692,49,25,8,1047969,243430,20023,4424,11133,18870,7131,32455,s
2026-02-01 17:46:58.658975,45,24,8,989582,82525,10016,15066,7252,9108,6770,40431,s
2026-02-01 17:46:59.653865,45,28,8,1220746,90675,12740,19771,8081,13918,10284,66879,s
